Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
16970601;Agile Methodologies Specialist;Facebook Lead Ads: Agile Methodologies Form;short_programs_esp;Facebook;Paid Social;;
16969701;;;Zoom Integration;INTEGRATION;Offline Sources;;
16969351;;;;API;Offline Sources;ireland;
16968151;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16967951;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;united arab emirates;Contactado Efectivo
16967401;;;Zoom Integration;INTEGRATION;Offline Sources;;
16967351;;;Zoom Integration;INTEGRATION;Offline Sources;;
16967301;;EVENTO ONLINE | Crea un motor de recomendación usando Machine Learning - Nuclio digital School: 9/06/2020 Evento Online CaixaBank;Zoom Integration;INTEGRATION;Offline Sources;spain;
16967251;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16967101;;;;API;Offline Sources;;
16966601;;;Zoom Integration;INTEGRATION;Offline Sources;;
16966401;DevOps Specialist - EN;DevOps Specialist - Nuclio digital School: DevOps Specialist EN ;short_programs_en;Facebook;Paid Social;finland;
16966351;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16966101;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;mexico;
16966301;Agile Methodologies Specialist;Facebook Lead Ads: Agile Methodologies Form;short_programs_esp;Facebook;Paid Social;ireland;
16966001;;;Zoom Integration;INTEGRATION;Offline Sources;;
16965701;Python 4all;Facebook Lead Ads: Python 4all;short_programs_esp;Facebook;Paid Social;spain;Contactado Efectivo
16965001;Digital Product Management;Facebook Lead Ads: DPM Form Abril;dpm0520_intereses_marzo;Facebook;Paid Social;;
16964801;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16963951;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;Zoom Integration;INTEGRATION;Offline Sources;spain;
16963801;;;Zoom Integration;INTEGRATION;Offline Sources;;
16963301;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;6a23b045-ad88-4fdc-893d-5fcbaefb6cd1;FORM;Offline Sources;united kingdom;
16963251;Python 4all;Facebook Lead Ads: Python 4all;short_programs_esp;Facebook;Paid Social;spain;
16962951;;;Zoom Integration;INTEGRATION;Offline Sources;;
16962901;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16962801;;EVENTO ONLINE | Crea un motor de recomendación usando Machine Learning - Nuclio digital School: 9/06/2020 Evento Online CaixaBank;;nuclio.school/events/productos-digitales-que-enganchan-hugo-saez;Direct Traffic;spain;
16961251;;Vender en tiempos de crisis: del 2008 a la coronacrisis - Javier Darriba - Nuclio digital School: 22/04/2020 Digital Weeks - Javier Darriba;;nuclio.school/events/productos-digitales-que-enganchan-hugo-saez;Direct Traffic;spain;
16960151;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16960101;;;Zoom Integration;INTEGRATION;Offline Sources;;
16958951;;;Zoom Integration;INTEGRATION;Offline Sources;;
16958251;;;;API;Offline Sources;united states;
16957751;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;nuclio.school/events/de-la-red-social-a-casa-de-los-usuarios-ricard-castellet;Direct Traffic;spain;
16959601;Agile Methodologies Specialist;Facebook Lead Ads: Agile Methodologies Form;short_programs_esp;Facebook;Paid Social;;
16956951;;;SIDEKICK;SALES;Offline Sources;;
16956151;;;Zoom Integration;INTEGRATION;Offline Sources;;
16956301;Digital Marketing - EN;Meetings Link: ahmad2;dm0520_last-call_abril;Facebook;Paid Social;jordan;Trámites e-mail
16953951;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16953701;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
16953651;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16953601;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16951351;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;product  management;long_tail_general;Paid Search;russian federation;Contactado Efectivo
16951201;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;nuclio.school/events/es-mejor-seo-o-influencers-ismael-el-qudsi;Direct Traffic;spain;
16950201;;;Zoom Integration;INTEGRATION;Offline Sources;;
16948951;Cybersecurity Specialist - EN;Cybersecurity Specialist - Nuclio digital School: Cybersecurity Specialist EN ;short_programs_en;Facebook;Paid Social;united states;
16948651;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;nuclio.school/events/es-mejor-seo-o-influencers-ismael-el-qudsi;Direct Traffic;spain;
16946701;Digital Traffic Management - Streaming;Registro de Matrícula programas Nuclio School - Nuclio digital School: Formulario Matriculación Máster;GOOGLE;Unknown keywords (SSL);Organic Search;ecuador;Matriculado
16945501;Python 4all;Python 4all Specialist - Nuclio digital School: Python 4all Specialist Form;nuclio school;global campaign branding - barcelona;Paid Search;spain;
16946051;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0520_general_mayo;Facebook;Paid Social;spain;
16945601;Digital Product Management;Facebook Lead Ads: DPM Form Abril;dpm0520_intereses_marzo;Facebook;Paid Social;spain;Concertado
16943751;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16942751;Digital Product Management;Facebook Lead Ads: DPM Form Abril;dpm0520_intereses_marzo;Facebook;Paid Social;;Contactado Efectivo
16942551;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0620_general_abril;Facebook;Paid Social;;
16942151;;;;API;Offline Sources;spain;
16941601;;;Zoom Integration;INTEGRATION;Offline Sources;ireland;
16941051;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16940901;;;Zoom Integration;INTEGRATION;Offline Sources;;
16940851;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16940701;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16940251;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países1-landing_febrero;Facebook;Paid Social;russian federation;Contactado Efectivo
16940001;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;united arab emirates;Contactado Efectivo
16939801;Digital Traffic Management - Streaming;Facebook Lead Ads: DTM Abril;dtm0520_general_mayo;Facebook;Paid Social;spain;Contactado Efectivo
16939001;;Productos digitales que enganchan - Hugo Saez - Nuclio digital School: 6/05/2020 Digital Weeks - Hugo Saez;;nuclio.school/events/productos-digitales-que-enganchan-hugo-saez;Direct Traffic;mexico;
16938651;Data Science - Streaming;Facebook Lead Ads: DSC Abril Form - Streaming;mds0520_general-streaming_abril;Facebook;Paid Social;;Entrevistado
16938401;Cybersecurity Specialist - EN;Cybersecurity Specialist - Nuclio digital School: Cybersecurity Specialist EN ;short_programs_en;Facebook;Paid Social;qatar;
16914401;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;87133172;hs_email;Email Marketing;spain;
16936801;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;
16936501;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16936351;;;;API;Offline Sources;;
16936301;Full Stack Development;Máster Full Stack Developer - Nuclio digital School: Fullstack Landing Form ;fsd0620_general_abril;Facebook;Paid Social;spain;Entrevistado
16936001;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;LinkedIn;Social Media;spain;
16935651;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0620_general_abril;Facebook;Paid Social;;Trámites e-mail
16935001;;7 vidas tiene una startup - Pepe Agell - Nuclio digital School: 29/04/2020 Digital Weeks - Pepe Agell;;LinkedIn;Social Media;united kingdom;
16934951;Data Science - Streaming;Facebook Lead Ads: DSC Abril Form - Streaming;mds0520_general-streaming_abril;Facebook;Paid Social;;
16934451;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0520_general_mayo;Facebook;Paid Social;;
16933101;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16932751;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;nuclio.school/events/es-mejor-seo-o-influencers-ismael-el-qudsi;Direct Traffic;peru;
16931701;Master en UX/UI - Streaming;Facebook Lead Ads: UX/UI Design Streaming - Abril;uxui0620_general-streaming_abril;Facebook;Paid Social;;
16931001;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;Facebook;Social Media;spain;
16930901;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16930801;Python 4all;Facebook Lead Ads: Python 4all;short_programs_esp;Facebook;Paid Social;;
16930451;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0620_general_abril;Facebook;Paid Social;;
16928951;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;nuclio.school/events/de-la-red-social-a-casa-de-los-usuarios-ricard-castellet;Direct Traffic;spain;
16928501;;;Zoom Integration;INTEGRATION;Offline Sources;;
16927401;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;Zoom Integration;INTEGRATION;Offline Sources;spain;
16927151;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;nuclio.school/events/es-mejor-seo-o-influencers-ismael-el-qudsi;Direct Traffic;spain;
16926851;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16926351;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16926051;Digital Product Management - EN;Meetings Link: jordi-tena;dpmen0320_países-landing_febrero;Facebook;Paid Social;france;Entrevistado
16925651;Cybersecurity Specialist - EN;Cybersecurity Specialist - Nuclio digital School: Cybersecurity Specialist EN ;GOOGLE;Unknown keywords (SSL);Organic Search;estonia;Contactado Efectivo
16927701;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;fsd0620_general_abril;Facebook;Paid Social;;Contactado Efectivo
16925101;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16925151;;EVENTO ONLINE | Crea un motor de recomendación usando Machine Learning - Nuclio digital School: 9/06/2020 Evento Online CaixaBank;Zoom Integration;INTEGRATION;Offline Sources;spain;
16927651;Full Stack Development - Streaming;Facebook Lead Ads: Full Stack Form Streaming Abril;fsd0620_general-streaming_abril;Facebook;Paid Social;;Concertado
16927601;Digital Product Management - Streaming;Facebook Lead Ads: DPM Streaming Mayo;short_programs_esp;Facebook;Paid Social;ireland;Contactado Efectivo
16924201;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
16923701;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;LinkedIn;Social Media;spain;
16923651;;;;API;Offline Sources;;
16922201;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;Zoom Integration;INTEGRATION;Offline Sources;spain;
16921851;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16921601;;;Zoom Integration;INTEGRATION;Offline Sources;;
16921301;;;Zoom Integration;INTEGRATION;Offline Sources;;
16921051;;;;API;Offline Sources;spain;
16920001;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Contactado Efectivo
16919551;Digital Traffic Management;Facebook Lead Ads: DTM Abril;dtm0520_general_mayo;Facebook;Paid Social;;Contactado Efectivo
16918651;;Del commerce al ecommerce en 365 días - David Meire - Nuclio digital School: 15/04/2020 Digital Weeks - David Meire ;87133172;hs_email;Email Marketing;united kingdom;
16918601;;;;API;Offline Sources;;
16918501;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;87133172;hs_email;Email Marketing;spain;
16918301;;;Zoom Integration;INTEGRATION;Offline Sources;;
16918151;;Del commerce al ecommerce en 365 días - David Meire - Nuclio digital School: 15/04/2020 Digital Weeks - David Meire ;;nuclio.school/events/del-commerce-al-ecommerce-en-365-dias;Direct Traffic;spain;
16917701;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmen0320_países-landing_febrero;Facebook;Paid Social;saudi arabia;
16917751;;;Zoom Integration;INTEGRATION;Offline Sources;spain;
16917601;;Del commerce al ecommerce en 365 días - David Meire - Nuclio digital School: 15/04/2020 Digital Weeks - David Meire ;;nuclio.school/events/del-commerce-al-ecommerce-en-365-dias;Direct Traffic;spain;
16917151;;Del commerce al ecommerce en 365 días - David Meire - Nuclio digital School: 15/04/2020 Digital Weeks - David Meire ;87133598;hs_email;Email Marketing;spain;
16916751;;Del commerce al ecommerce en 365 días - David Meire - Nuclio digital School: 15/04/2020 Digital Weeks - David Meire ;;nuclio.school/events/del-commerce-al-ecommerce-en-365-dias;Direct Traffic;spain;
16916651;;De la Red Social a casa de los usuarios - Ricard Castellet - Nuclio digital School: 7/05/2020 Digital Weeks - Ricard Castellet;;LinkedIn;Social Media;spain;
